#Digilent WaveForms Logger
#Device Name: Discovery2
#Serial Number: SN:210321B0DF82
#Date Time: 2022-02-12 14:03:10.661

Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
0,0.004148633928342669,0.7795596148274516,0.7795485757195952,-0.002058434564264367,0.006053480727283119,0.005692756455376475
0.1,0.003795381362348828,0.7795251144611069,0.7795158748581787,-0.002022887001696092,0.005998883469351615,0.005647524329936768
0.2,0.003977387126046184,0.7796152289338446,0.7796050830883641,-0.001562546066436896,0.005860209743098257,0.005648053472070521
0.3,0.004008767430131907,0.7796055188148633,0.7795952121134913,-0.001074655770187309,0.005807337415813636,0.005707038009047352
0.4,0.003254743551957219,0.7795917334774491,0.7795849392790863,-0.001097761685856678,0.005814649439869524,0.005710084709497772
0.5,0.003970662775170644,0.7794945694050466,0.7794844562716298,-0.0009613479145009081,0.005702554204485169,0.005620937167623735
0.6000000000000001,0.003604858087542497,0.7794798919831833,0.779471556250954,-0.001346150279302535,0.005778206978246329,0.00561921305068507
0.7,0.003592754255966583,0.779585430267374,0.779577151539229,-0.001606091830583049,0.00592512766846986,0.005703297898532238
0.8,0.003423748903961907,0.7796502404551925,0.7796427229092038,-0.001891361020193486,0.005950279190055262,0.005641682012564703
0.8999999999999999,0.003764449348321454,0.7796864306114034,0.7796773428801477,-0.002611199162201126,0.006273511375061609,0.005704260154336158
1,0.003347987884097743,0.7794905149824294,0.7794833249818106,-0.001898026188175039,0.006012629758501587,0.005705191776077739
1.1,0.003746069455928388,0.7794212938428055,0.7794122915756635,-0.002092649093236329,0.006080114586736103,0.005708643723374227
1.2,0.003577960684040425,0.7795878080972475,0.7795795974313412,-0.002091316059640054,0.006055987566309308,0.005683430525834307
1.3,0.003782380950656154,0.7796731413910867,0.7796639667196261,-0.00162830905718822,0.005828040919161627,0.005595951265843987
1.4,0.004165220660502275,0.7795872470577151,0.7795761198958515,-0.001625642989995604,0.005898377519222651,0.005669933176709325
1.5,0.004031630223108673,0.7796310368285257,0.7796206125700232,-0.001421688849760107,0.005845246272964994,0.00566971822986669
1.6,0.003412989942561091,0.7796139449328856,0.779606474212127,-0.002199736125473283,0.00608510068951055,0.005673588932921693
1.7,0.003716034022017716,0.7795102818609428,0.7795014243848878,-0.002106868118263656,0.006037981279523025,0.005658473704464433
1.8,0.003488302672366877,0.7796606382422099,0.7796528346441849,-0.002598313170770093,0.006220264303617252,0.005651588862741109
1.9,0.003716930602134478,0.7793794714474884,0.7793706082093853,-0.002138860924575107,0.006095402229270174,0.005707819398151917
2,0.003379816478241866,0.7794611994654054,0.7794538718311833,-0.001677186955719607,0.005901284091101474,0.005657932293643307
2.1,0.003449749727347241,0.7794866020343952,0.7794789682717189,-0.00217485283167548,0.006047428425009419,0.005642818951212742
2.2,0.003282985825634418,0.7796241342417811,0.7796172219084851,-0.002562765608201815,0.006224055603591556,0.005671957386477506
2.3,0.002901490985963405,0.7796221623329548,0.7796167631283756,-0.002612532195797435,0.006298602796884494,0.00573123657850926
2.4,0.003286123856043002,0.7796219661470063,0.7796150405738277,-0.002666742228714044,0.006321834050297932,0.005731847140765458
2.5,0.003579753844273907,0.7796107661628432,0.7796025475070154,-0.002284605931105024,0.00610115835885909,0.00565727046016324
2.6,0.003229191018630266,0.7795555218089307,0.7795488335621823,-0.002513887709670434,0.006248805546166947,0.005720833797356453
2.7,0.003555546181122043,0.7795729156692842,0.7795648073999051,-0.002767164092969429,0.006310354614240017,0.005671276597031857
2.8,0.003648342223204179,0.7796147611230783,0.7796062245518642,-0.002718730538970123,0.006254986903479916,0.005633237561045732
2.9,0.003151636838532642,0.779585031109106,0.7795786605049049,-0.002810265512583497,0.006284928986923988,0.005621631446427489
3,0.003252950391723765,0.7795629356898628,0.7795561487251232,-0.002828927982931815,0.006348996790653949,0.005683918253733198
3.1,0.003886384244197497,0.7794482893370033,0.7794386003835579,-0.002518775499523586,0.006185733136438665,0.005649695958034798
